,listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough
16259,27785327,90,"Brooklyn, Bushwick",Bushwick Art collective bedroom A,private room,Adam,May 31 2019,Brooklyn
16260,27785672,90,"Brooklyn, Bushwick",Bushwick Art collective bedroom B,private room,Adam,July 01 2019,Brooklyn
16261,27786254,115,"Brooklyn, Flatbush",Bright Studio near park,entire home/apt,Azia,June 05 2019,Brooklyn
16262,27786837,105,"Brooklyn, Williamsburg",Adorable Boho Room in Great Location,private room,Eleanor,July 01 2019,Brooklyn
16263,27787312,49,"Manhattan, East Harlem",Beautiful cozy apt by Central Park,shared room,Abraham,May 28 2019,Manhattan
16264,27787386,49,"Manhattan, East Harlem",Clean cozy overnight bed in Manhattan,shared room,Abraham,June 09 2019,Manhattan
16265,27787665,49,"Manhattan, East Harlem",Overnight place in East Side Manhattan,shared room,Abraham,June 30 2019,Manhattan
16266,27788038,49,"Manhattan, East Harlem",Beautiful overnight bed by Central park,shared room,Abraham,June 30 2019,Manhattan
16267,27788408,73,"Brooklyn, Bushwick",Home Away from Home: Crystalline dreams,private room,J-,February 16 2019,Brooklyn
16268,27795110,220,"Manhattan, West Village",Center of West Village: Unique 1 Bedroom,entire home/apt,Lo,July 01 2019,Manhattan
16269,27795234,35,"Queens, East Elmhurst",Near LGA and JFK Airport Cozy Basement Room,private room,Jimmy,July 01 2019,Queens
16270,27802387,85,"Manhattan, Chelsea",Living Room sofa Bed in Chelsea,shared room,Luis,June 23 2019,Manhattan
16271,27803575,190,"Brooklyn, Crown Heights",Relaxing Stay in Brooklyn,entire home/apt,Ry,June 30 2019,Brooklyn
16272,27803732,300,"Manhattan, Upper East Side","Large 1 bed, 1.5 bath on the Upper East Side",entire home/apt,Danielle,June 16 2019,Manhattan
16273,27804902,48,"Brooklyn, Bedford-Stuyvesant",Brooklyn Flavor,private room,Bev,July 03 2019,Brooklyn
16274,27805652,250,"Brooklyn, Fort Greene",Fort Greene Parlor,entire home/apt,Maeve,April 18 2019,Brooklyn
16275,27807007,150,"Queens, Arverne",Salt Shack - A Houseboat in the Rockaways!,entire home/apt,Justin,July 01 2019,Queens
16276,27807260,150,"Manhattan, East Harlem",Private room in East Harlem,private room,Richie,June 10 2019,Manhattan
16277,27807509,80,"Brooklyn, Crown Heights",Beautiful 1 Bedroom apartment,entire home/apt,Cheryl,June 26 2019,Brooklyn
16278,27808176,80,"Queens, Jackson Heights","New York, Jackson heights",private room,Freddy,January 02 2019,Queens
16279,27808723,65,"Bronx, Throgs Neck",A beautiful home for vacation,private room,Catherine,June 21 2019,Bronx
16280,27809255,150,"Manhattan, Midtown",Luxurious 2 Bedroom Midtown East,entire home/apt,Corporate Housing,May 04 2019,Manhattan
16281,27810647,250,"Manhattan, Washington Heights",New York Home,entire home/apt,Elena,June 19 2019,Manhattan
16282,27812071,49,"Brooklyn, Bushwick",Cozy Room East Williamsburg (15 Min to Manhattan),private room,Holden,June 25 2019,Brooklyn
16283,27812131,61,"Queens, Ridgewood","Visit New York,The Local Brooklyn Way  SuperHost",private room,Paul,June 22 2019,Queens
16284,27814544,90,"Brooklyn, Prospect Heights",Underhill Penthouse,private room,Zak,July 07 2019,Brooklyn
16285,27814780,75,"Brooklyn, Williamsburg",Williamsburg duplex apartment with backyard,private room,Onyuka,May 06 2019,Brooklyn
16286,27816015,125,"Queens, Woodside",Queens Apartment,entire home/apt,Mofizur,July 07 2019,Queens
16287,27817851,140,"Bronx, Throgs Neck",A Nice Room For Unique people,private room,Catherine,June 09 2019,Bronx
16288,27823763,250,"Brooklyn, Cobble Hill",2 Bedroom with backyard and best location,entire home/apt,Liat,June 22 2019,Brooklyn
16289,27824606,100,"Manhattan, West Village",Huge outdoor w/ amazing view right from your room,private room,Yeon,June 07 2019,Manhattan
16290,27827110,45,"Manhattan, Harlem",private room in a shared apartment,private room,Öykü,January 25 2019,Manhattan
16291,27827834,65,"Brooklyn, Bedford-Stuyvesant",Coziest room off the j,private room,Tyrany,January 26 2019,Brooklyn
16292,27830753,45,"Brooklyn, Bushwick",Private Room in Renovated Bushwick Apt w/ Wash/Dry,private room,Luigi,June 19 2019,Brooklyn
16293,27831928,400,"Manhattan, Lower East Side",Charming 3bed/2ba Downtown/LES,private room,Anastasia,March 31 2019,Manhattan
16294,27832008,119,"Manhattan, Harlem",Private 1BR with Private Bathroom feet from subway,entire home/apt,Tunde,June 30 2019,Manhattan
16295,27832135,197,"Manhattan, Tribeca",Huge Room for Nightly Stays Downtown or Monthly,private room,Abbey,May 21 2019,Manhattan
16296,27833130,30,"Brooklyn, Bushwick",Creative Bushwick - Cozy Private Room,private room,Dr. Jihene,June 23 2019,Brooklyn
16297,27833243,245,"Manhattan, Financial District",Sonder | 116 John | Cozy 2BR+ Gym,entire home/apt,Sonder,March 16 2019,Manhattan
16298,27833897,149,"Manhattan, East Village",Pet-friendly 1bd in the Heart of East Village,entire home/apt,Joe,June 09 2019,Manhattan
16299,27834075,66,"Brooklyn, Bushwick",art-filled spacious room in artist's cozy home.,private room,Dio,June 25 2019,Brooklyn
16300,27834828,76,"Manhattan, Harlem",Private Bedroom in MANHATTAN (Free Wifi),private room,Sarah,May 23 2019,Manhattan
16301,27835546,100,"Brooklyn, Crown Heights","Cute, Cozy Private One-Bed in Crown Heights",entire home/apt,Aaron,May 20 2019,Brooklyn
16302,27836864,130,"Queens, St. Albans",The Buchanan‚Äôs,entire home/apt,Violet,July 01 2019,Queens
16303,27838541,130,"Queens, Astoria",2 bedroom apartment in Astoria,entire home/apt,Maiko,January 04 2019,Queens
16304,27839683,51,"Queens, Woodhaven","One bedroom apartment Woodhaven, Queens NY.",entire home/apt,Jason C,June 18 2019,Queens
16305,27842475,100,"Brooklyn, Bedford-Stuyvesant",Bright Brooklyn Studio,entire home/apt,Caroline,June 10 2019,Brooklyn
16306,27846079,170,"Queens, Woodhaven",Art Gallery apartment in a Queens‚Äô Victorian house,entire home/apt,Andrzej,July 07 2019,Queens
16307,27848370,144,"Brooklyn, Williamsburg",Williamsburg Duplex with outdoor deck,entire home/apt,Jason,January 01 2019,Brooklyn
16308,27849036,250,"Manhattan, West Village","Charming, Sunny West Village 1BR - Prime Location!",entire home/apt,Jenna,April 23 2019,Manhattan
16309,27849339,349,"Manhattan, Midtown",~Flatiron 2 Bedroom~Amazing Location~Sleeps 6~,entire home/apt,Ryan,June 21 2019,Manhattan
16310,27850382,65,"Brooklyn, Bay Ridge",Superior Studio with Balcony,private room,Bassam,July 04 2019,Brooklyn
16311,27851725,45,"Bronx, Norwood",luz lunar bibis,private room,Gabriel,July 01 2019,Bronx
16312,27852017,80,"Bronx, Pelham Bay",Your Private Safe-Clean Haven w/Private Bath,private room,Haidy,June 25 2019,Bronx
16313,27852410,34,"Staten Island, Arrochar",Big Bed Paradise,private room,Amarjit S,June 08 2019,Staten
16314,27853417,36,"Queens, Maspeth",A Cozy Place to Stay in Woodside Queens!,private room,Kazuya,May 31 2019,Queens
16315,27854183,95,"Brooklyn, Williamsburg",Private Room in the heart of Williamsburg,private room,Karim,July 06 2019,Brooklyn
16316,27854195,119,"Brooklyn, Sunset Park","Beautiful, sunny, private apartment",entire home/apt,Martha,June 11 2019,Brooklyn
16317,27855899,199,"Manhattan, East Village","large, stylish, airy East Village loft apartment!",entire home/apt,Yemisi,May 05 2019,Manhattan
16318,27858785,150,"Manhattan, Lower East Side",Spacious Lower East Side Room,private room,Christian,January 28 2019,Manhattan
16319,27866657,39,"Brooklyn, East Flatbush",Affordable bedroom in Brooklyn townhouse.,private room,Julie,February 18 2019,Brooklyn
16320,27869059,300,"Manhattan, Chelsea",beautiful modern 1 bed room apt,private room,Alex,May 28 2019,Manhattan
16321,27869757,60,"Brooklyn, Williamsburg",Bright and Cozy Room in Williamsburg,private room,Pauline,April 07 2019,Brooklyn
16322,27873228,40,"Brooklyn, Prospect-Lefferts Gardens",Spacious Private Room near Train and Prospect Park,private room,Aaron,June 01 2019,Brooklyn
16323,27873545,65,"Brooklyn, Kensington",Sunny Apt in Brooklyn Close to Prospect Park,private room,Sophia,January 01 2019,Brooklyn
16324,27874237,150,"Brooklyn, South Slope",Park Slope Perfect 2 BR,entire home/apt,Dani,May 24 2019,Brooklyn
16325,27874671,100,"Manhattan, SoHo",room in a soho loft,private room,Swetha,April 29 2019,Manhattan
16326,27875757,150,"Brooklyn, Carroll Gardens",Sun-Drenched  Perch in Charming Brownstone,entire home/apt,Joyce,May 18 2019,Brooklyn
16327,27875973,90,"Brooklyn, Williamsburg",South Williamsburg Loft,private room,Alexandra,July 03 2019,Brooklyn
16328,27876238,69,"Brooklyn, Park Slope","Massive, Private 1 Bedroom near Barclays Center",private room,Nathan,April 07 2019,Brooklyn
16329,27876346,200,"Brooklyn, Crown Heights",Industrial Brooklyn Duplex w/ Rooftops!,entire home/apt,Bryce,April 07 2019,Brooklyn
16330,27876546,59,"Brooklyn, Bushwick",Aqua Room East Williamsburg (15 min to Manhattan),private room,Holden,June 19 2019,Brooklyn
16331,27876600,248,"Manhattan, Upper East Side",Peaceful garden + private studio in the UES,entire home/apt,Elena,April 16 2019,Manhattan
16332,27876980,95,"Manhattan, Midtown","Private, big, clean cozy room, in TIMES SQUARE",private room,Naor,June 15 2019,Manhattan
16333,27878456,77,"Queens, Elmhurst",Five stars room in very comfy aptm. chek this out,private room,Luis,June 11 2019,Queens
16334,27889231,70,"Brooklyn, Bushwick",Private Room in a Recently Remodeled Apt Bushwick,private room,Ivan,April 21 2019,Brooklyn
16335,27890556,45,"Brooklyn, Bedford-Stuyvesant",Beautiful Historic Brooklyn!,private room,Kc,June 23 2019,Brooklyn
16336,27891385,45,"Brooklyn, Bedford-Stuyvesant","Manhattan Charm, Brooklyn Price!!!",private room,Kc,June 23 2019,Brooklyn
16337,27891791,75,"Brooklyn, East Flatbush",Comfort Away from Home,entire home/apt,Patrick,June 30 2019,Brooklyn
16338,27892770,64,"Queens, Long Island City",Brazilian hospitality in Long Island City,private room,Dalva,June 27 2019,Queens
16339,27893211,150,"Brooklyn, Williamsburg",Beautiful Sun Drenched Williamsburg Apartment,entire home/apt,Shachi,May 27 2019,Brooklyn
16340,27896043,80,"Brooklyn, Williamsburg",Comfortable room in the heart of Williamsburg!!,private room,Greetings From Saul And Diana,July 01 2019,Brooklyn
16341,27896962,75,"Brooklyn, Bedford-Stuyvesant",Private Studio with Backyard in Brooklyn,entire home/apt,Jasmine,June 30 2019,Brooklyn
16342,27899019,64,"Queens, Flushing",Affordable quite private room in Fresh Meadows,private room,Jackie,June 09 2019,Queens
16343,27900847,154,"Brooklyn, Windsor Terrace",Brooklyn Getaway,entire home/apt,Keagon,June 30 2019,Brooklyn
16344,27901243,40,"Brooklyn, Bedford-Stuyvesant",Sunny 3rd floor huge Master Bedroom,private room,Joanne,May 25 2019,Brooklyn
16345,27901304,160,"Brooklyn, Greenpoint",huge 2 bedroom / 2 bathroom GREENPOINT  duplex,entire home/apt,Inna,July 01 2019,Brooklyn
16346,27901436,210,"Manhattan, Midtown",Cozy apartment in midtown east,entire home/apt,Tyler,March 04 2019,Manhattan
16347,27902950,54,"Brooklyn, Borough Park",Cozy private room in 2br apt Brooklyn,private room,Zsanett,June 23 2019,Brooklyn
16348,27903095,39,"Queens, Flushing",5 minutes walking distance to everything you need,private room,Jasmine,June 22 2019,Queens
16349,27903413,180,"Manhattan, Chelsea",Cozy 1 BR APT->CHELSEA!!!,entire home/apt,Enrica,April 13 2019,Manhattan
16350,27904413,400,"Manhattan, Gramercy",2BD Mid-Century Union Sq Brownstone/ Gramercy Park,entire home/apt,Colette,May 27 2019,Manhattan
16351,27905583,60,"Manhattan, Washington Heights",Uptown Manhattan: Private Room w Private Entrance!,private room,Jasmine,June 09 2019,Manhattan
16352,27906043,55,"Queens, Ridgewood",Chic entire downstairs in 3br duplex,private room,Sara,May 27 2019,Queens
16353,27906346,140,"Manhattan, Upper West Side",New york Multi-unit building,entire home/apt,Kinga,April 24 2019,Manhattan
16354,27906833,122,"Brooklyn, Williamsburg",Simple and cozy studio apartment in Williamsburg,entire home/apt,Lana,June 24 2019,Brooklyn
16355,27907554,65,"Brooklyn, Bedford-Stuyvesant",Quiet and clean room in the heart of Brooklyn,private room,Siham,May 19 2019,Brooklyn
16356,27909175,70,"Manhattan, Harlem",Heart of Harlem,private room,Anthony J,June 28 2019,Manhattan
16357,27910119,180,"Manhattan, West Village",Stylish and cozy flat in West Village with 3 beds,entire home/apt,Christina,June 29 2019,Manhattan
16358,27910595,40,"Staten Island, Mariners Harbor","Cozy&Clean Suite-private entry, bedroom & bathroom",private room,Tajudeen,June 25 2019,Staten
16359,27911463,55,"Queens, Queens Village","Pvt Single Bed 10 min from JFK, Close to Manhattan",private room,Melissa,May 22 2019,Queens
16360,27915673,99,"Manhattan, Upper West Side",Brand New Cozy Apt Upper West Manhattan,private room,Ada,June 24 2019,Manhattan
16361,27919288,90,"Manhattan, Harlem",Bright and cheery room in Harlem,private room,Rachel Leigh,June 01 2019,Manhattan
16362,27921952,50,"Bronx, Wakefield",Bronx Home,private room,Lucie,June 30 2019,Bronx
16363,27922834,123,"Brooklyn, Park Slope",Brooklyn Garden Apartment,entire home/apt,David,June 11 2019,Brooklyn
16364,27923071,36,"Manhattan, Harlem",A Nice Room to Stay in the Heart of Manhattan,private room,Kazuya,June 15 2019,Manhattan
16365,27923577,399,"Queens, Jamaica",NYC HUB XL @ 900ft from subway; 30 min to Midtown,entire home/apt,Jeff,July 05 2019,Queens
16366,27925378,140,"Brooklyn, Williamsburg",Peaceful Studio In South Williamsburg,entire home/apt,Mat,June 22 2019,Brooklyn
16367,27926502,177,"Brooklyn, Greenpoint",Cozy Greenpoint Railroad Apartment,entire home/apt,Flannery,July 01 2019,Brooklyn
16368,27926975,65,"Manhattan, Harlem",Artsy Harlem room with quick access to everything,private room,Rahat,June 29 2019,Manhattan
16369,27927068,150,"Brooklyn, Williamsburg",Designer Beach House Studio in Williamsburg,entire home/apt,Geoffrey,May 28 2019,Brooklyn
16370,27927147,50,"Brooklyn, Sunset Park",Private Room w/ Private Shower,private room,Esther,June 30 2019,Brooklyn
16371,27928809,104,"Brooklyn, Williamsburg",The Ultimate W-Burg Experience-Historic Building!,entire home/apt,Jan,June 23 2019,Brooklyn
16372,27929173,54,"Brooklyn, Borough Park",Private room in Brooklyn(Borough park) safe area,private room,Zsanett,February 01 2019,Brooklyn
16373,27929389,75,"Brooklyn, Bushwick",Gracious Spacious Bushwick Loft,private room,Diana,May 31 2019,Brooklyn
16374,27929894,300,"Manhattan, Upper East Side",Beautiful 3 bed apt close to Central Park,entire home/apt,Jimmy,June 23 2019,Manhattan
16375,27929993,280,"Manhattan, Hell's Kitchen",*Rare Find* AMAZING Two Bed Property,entire home/apt,Jazzy,June 02 2019,Manhattan
16376,27933214,97,"Brooklyn, Bergen Beach",Beautiful Studio in Brooklyn,entire home/apt,Eli,June 30 2019,Brooklyn
16377,27933429,130,"Brooklyn, Williamsburg",Cute Williamsburg studio,entire home/apt,Caleb,January 01 2019,Brooklyn
16378,27933622,95,"Brooklyn, Williamsburg",Room with Private Entrance in Williamsburg,private room,Yasser,July 04 2019,Brooklyn
16379,27933916,40,"Queens, Woodside",Renovated Bathroom and floor with PRIVATE Backyard,private room,Momoyo,May 05 2019,Queens
16380,27934322,38,"Queens, Ridgewood",5min to metro - Cozy and Bright - Shared Kitchen,private room,Bedly Bushwick,June 19 2019,Queens
16381,27934546,70,"Brooklyn, Williamsburg",Artist Loft Room,private room,Florence,January 03 2019,Brooklyn
16382,27935275,600,"Brooklyn, Crown Heights",Stunning 5 BR Townhouse with Chef's Kitchen #10288,entire home/apt,Natalie,July 01 2019,Brooklyn
16383,27935946,29,"Brooklyn, Sunset Park",Cozy room 20-101,private room,Shimin,April 27 2019,Brooklyn
16384,27936288,135,"Manhattan, Chinatown",Cute & Comfy 1 bedroom apt (Downtown NYC),entire home/apt,Elle,April 19 2019,Manhattan
16385,27936320,58,"Brooklyn, Bushwick",Bushwick Duplex Haven near L train,private room,Xavier,March 23 2019,Brooklyn
16386,27936628,120,"Manhattan, East Harlem",Beautiful room in East Harlem!,private room,Daniela,April 28 2019,Manhattan
16387,27936839,110,"Brooklyn, Williamsburg",Big & Sunny room w/toilet in Williamsburg,private room,Marcos,June 11 2019,Brooklyn
16388,27937564,130,"Manhattan, West Village",Idyllic West Village Bedroom - Private Room,private room,Julianne,June 05 2019,Manhattan
16389,27938207,50,"Staten Island, Clifton",Private Room in Charming NYC Guest Suite (single),private room,Nina,April 28 2019,Staten
16390,27939557,40,"Staten Island, Clifton",Private room in Charming NYC Guest Suite (Double),private room,Nina,April 13 2019,Staten
16391,27948294,495,"Brooklyn, Crown Heights","The Elkins House ‚Äì Truly Rare, Historic 5BR 3 Bath",entire home/apt,Amber,June 17 2019,Brooklyn
16392,27949417,200,"Manhattan, Tribeca","Private room in TRIBECA Loft, elevator into apt!",private room,Daniel,April 07 2019,Manhattan
16393,27949503,89,"Manhattan, Murray Hill",PARK AVE - Easiest Apartment to Get to in NYC,private room,Nick,May 19 2019,Manhattan
16394,27951475,60,"Brooklyn, Bedford-Stuyvesant",Brooklyn Apartment,private room,Maka,April 09 2019,Brooklyn
16395,27952152,36,"Brooklyn, Bedford-Stuyvesant",Ladies bedroom Bed 1,shared room,Melissa,June 01 2019,Brooklyn
16396,27952742,69,"Bronx, Schuylerville",TW #7 Private Rm. 2nd Fl. Full Size Bed 1 Guest,private room,Sharon & Erika,May 10 2019,Bronx
16397,27952988,75,"Brooklyn, Carroll Gardens","Light-drenched room in cozy, art-filled apartment",private room,Michele,June 03 2019,Brooklyn
16398,27953771,125,"Brooklyn, Cobble Hill",Best Brooklyn location - stylish and comfortable,entire home/apt,Lindsay,July 05 2019,Brooklyn
16399,27953850,55,"Brooklyn, Bedford-Stuyvesant",Amazing Private Room in BK,private room,Ann,June 11 2019,Brooklyn
16400,27954057,90,"Manhattan, East Harlem","Spanish Harlem, NYC Apartment with Roofdeck Garden",private room,Douglas,May 18 2019,Manhattan
16401,27954244,300,"Manhattan, Hell's Kitchen",Chelsea renovated 2 bedroom Apartment,entire home/apt,Marie,June 23 2019,Manhattan
16402,27954369,88,"Brooklyn, Flatbush",PRIVATE 1 BED IN APT OFF  PROSPECT PARK |  Q & B,private room,Jennifer,July 01 2019,Brooklyn
16403,27955732,36,"Brooklyn, Bedford-Stuyvesant",Ladies bedroom Bed 3,shared room,Melissa,June 15 2019,Brooklyn
16404,27956646,79,"Brooklyn, Midwood","Spacious, Sunny Room in BKLYN, NYC.",private room,Andrei,May 26 2019,Brooklyn
16405,27956689,80,"Manhattan, East Village",Spacious private room in the heart of EastVillage,private room,Yaasha,January 06 2019,Manhattan
16406,27957027,39,"Brooklyn, Bedford-Stuyvesant",Cozy Room With Access to Two Full Bathrooms,private room,Austin,June 28 2019,Brooklyn
